Text,Emotion
know feel personally offended many levels,anger
hear makes feel reassured views towards humanity,joy
dont know dont know feel everything going ok,joy
search search search rarely feel satisfied solutions found,joy
im feeling bit resentful towards australians watch modern family greys anatomy glee,anger
home days space feel comfortable comforted,joy
feel artistic yearnings music know provide family couldnt gift god given would hard,joy
feeling like want raider vital important part team peers,joy
feel need one day week polishes im super jacked,joy
spent game feeling unsure needed mostly feeling completely lost,fear
wanted feel like could depend put ur care dare say tender hands things hold dear u like winter never seen lands became cold,love
could feeling way cold medicine ive taking chest sinus cold,anger
felt joyful subsided feel joyful,joy
havent felt like posting long time feel sociable,joy
throw better ill feel heck im paranoid tree brach right jumped chipmunk crossed path went walking today,fear
large parcel time feeling reluctant write set kitchen timer minutes write bell rings,fear
concentrated smell started feeling knew nostalgic aroma grand mother home back bhubaneswar orissa,love
didnt feel exhausted,sadness
always feel relaxed happy,joy
break leaves feeling bitter,anger
feel like supporting literature cited section scarce also badly presented,love
think u could make feel realize everything ok,joy
im thinking death moment feeling really sad lovely uncle shaun died,sadness
id probably go none hope date admires confident girl feels fine without makeup,joy
feel something divine happening,joy
want drown excitement hype inauguration still feel troubled america world right,sadness
met friends watch hockey game headed local pub called pig duke ate parmesan truffle wings sure feel prawn lollipops delicious terrible name,joy
walk around farm always feel peaceful end smiling sheer beauty rightness everything,joy
cant remember ever feeling exhausted took trips car last day get everything brought trailer,sadness
occasionally find feeling desiring room time distill slowly mull consider explore rich complexities surround foggy notion objective definitive knowledge tantric buddhism,joy
im feeling generous morning share,love
may feel precious others,joy
im completely fine bowler providing readers might going similar identity crisis message alone urgings longings normal shouldnt made feel ashamed,sadness
feel calm routine rinse wash detergent rinse take outside line dry,joy
remember sitting class actually feeling eager learn amp p,joy
beginning feel anxious asked help,fear
feel like image compromised immediately successful,joy
id love hear thoughts comments please feel free leave something wonderful weekend,joy
hear someone say let gardeners let folks whatever want feel pretty aggravated,anger
feel bad police officer,sadness
feel angry instead asking problem accusing mad finally confirm kind person,anger
feel pathetic holding theres obviously nothing hold,sadness
feel like supposed faithful,love
feel inspired,joy
dunno feels completely happy real world taught struggle going thru nothing close struggle,joy
feel privileged experienced lovely places ive able visit throughout last years,joy
feel smugly virtuous using old textiles feel bad extra seams thing,joy
know affected importance beauty embedded deeply think ever stop feeling inadequate ways measuring society narrow unattainable view beauty,sadness
feel little bashful,fear
continued gaze beauty feel depth eyes flawless skin got vibes beautiful lips held heartbeats elegance succeeding taking away heart,joy
feel want talk positive feelings love good support raining upon detoxified mind body behalf team iws radio want give virtual hug say thanks people making smile sunday show,joy
needed feel rebellious,anger
feel insulted see anyone wearing crocs fashionable shoe icon,anger
know women feel way felt unimportant int church almost dare say second class citizen im trying bash church think women thirsty knowlege reinforce place importance world,sadness
wasnt mad mad j making feel unimportant,sadness
feel satisfied progress proud,joy
feeling regretful apologise,sadness
im kinda exhausted today might feeling exhausted reading post,sadness
supposed feel doubtful still think forget sometimes amazing living city get work inspiring young women internship,fear
went movie date,joy
see family swans feel joyful peaceful blessed,joy
indeed feel sentimental first home together,sadness
woke morning feeling content despite yesterday day involved mundane paperwork government bureaucrats revel,joy
